,phrase,id,annotation,timestamp
45,Allen,leeuw_0112,-,2019-11-26 07:46:45.112495
46,Alliance,volks_0116,-,2019-11-26 07:46:48.755422
47,Alliance,volks_0104,-,2019-11-26 07:46:54.886343
48,Alpen,volks_0400,?,2019-11-26 07:47:21.468429
49,Alpen,leeuw_0114,?,2019-11-26 07:47:26.737337
50,Alpen,volks_0546,-,2019-11-26 07:47:32.430687
51,Alpen,leeuw_0112,?,2019-11-26 07:47:35.759668
52,Alpen,teleg_0360,-,2019-11-26 07:47:38.582546
53,Alva,volks_0482,-,2019-11-26 07:47:41.689606
54,Amalfi,trouw_0421,-,2019-11-26 07:47:49.759883
55,Amper,trouw_0370,-,2019-11-26 07:47:52.452395
56,Amper,trouw_0030,-,2019-11-26 07:47:53.927086
57,Amper,teleg_0173,-,2019-11-26 07:47:55.378274
58,Amper,volks_0207,-,2019-11-26 07:47:56.947987
59,Anand,trouw_0365,-,2019-11-26 07:48:02.192784
60,Andrews,teleg_0183,-,2019-11-26 07:48:04.625939
61,Angus,teleg_0249,-,2019-11-26 07:48:06.992592
62,Angus,volks_0210,-,2019-11-26 07:48:08.389400
63,Angus,teleg_0259,-,2019-11-26 07:48:09.664294
64,Angus,volks_0288,-,2019-11-26 07:48:10.907771
65,Angus,volks_0301,-,2019-11-26 07:48:12.265870
66,Ankara,trouw_0075,+,2019-11-26 07:48:14.853235
67,Ankara,volks_0148,+,2019-11-26 07:48:16.230298
68,Ankara,trouw_0381,+,2019-11-26 07:48:17.665819
69,Ankara,volks_0138,+,2019-11-26 07:48:19.038757
70,Ankara,trouw_0416,+,2019-11-26 07:48:21.957509
71,Anna,volks_0254,-,2019-11-26 07:48:24.555403
72,Anna,teleg_0148,-,2019-11-26 07:48:26.195103
73,Anna,volks_0297,-,2019-11-26 07:48:28.033228
74,Anna,teleg_0473,-,2019-11-26 07:48:29.572617
75,Anna,trouw_0048,-,2019-11-26 07:48:30.890000
76,Ans,teleg_0268,-,2019-11-26 07:48:33.896079
77,Antalya,leeuw_0081,+,2019-11-26 07:48:36.405661
78,Anthony,volks_0189,-,2019-11-26 07:48:38.703415
79,Anthony,volks_0270,-,2019-11-26 07:48:40.605147
80,Anthony,teleg_0273,-,2019-11-26 07:48:41.959182
81,Anthony,volks_0150,-,2019-11-26 07:48:43.384535
82,Antony,trouw_0377,-,2019-11-26 07:48:44.987209
83,Antony,volks_0434,-,2019-11-26 07:48:46.473262
84,Antony,volks_0198,-,2019-11-26 07:48:47.708241
85,Antony,teleg_0295,-,2019-11-26 07:48:49.488553
86,Antony,teleg_0178,-,2019-11-26 07:48:50.933397
87,Antwerpen,volks_0418,+,2019-11-26 07:48:53.081082
88,Antwerpen,leeuw_0034,+,2019-11-26 07:48:54.564597
89,Antwerpen,volks_0271,+,2019-11-26 07:48:55.801236
90,Antwerpen,teleg_0051,+,2019-11-26 07:48:57.159242
91,Antwerpen,volks_0332,+,2019-11-26 07:48:59.102004
92,Arad,volks_0053,-,2019-11-26 07:49:01.553022
93,Arenys de Mar,teleg_0421,+,2019-11-26 07:49:07.091827
94,Ariana,teleg_0260,-,2019-11-26 07:49:09.462433
95,Arles,volks_0494,+,2019-11-26 07:49:11.839712
96,Armstrong,volks_0359,-,2019-11-26 07:49:14.381557
97,Armstrong,trouw_0085,-,2019-11-26 07:49:15.989027
98,Arno,teleg_0156,-,2019-11-26 07:49:19.287253
99,As,leeuw_0260,-,2019-11-26 07:49:26.483057
100,As,trouw_0048,-,2019-11-26 07:49:28.451343
101,As,leeuw_0139,-,2019-11-26 07:49:29.773398
102,As,leeuw_0036,-,2019-11-26 07:49:31.301225
103,As,leeuw_0125,-,2019-11-26 07:49:32.956418
104,Asha,volks_0148,-,2019-11-26 07:49:35.322846
105,Asha,volks_0034,-,2019-11-26 07:49:36.767770
106,Asia,teleg_0068,-,2019-11-26 07:49:39.088260
107,Astoria,volks_0128,-,2019-11-26 07:49:43.597274
108,Athene,leeuw_0004,+,2019-11-26 07:49:45.946846
109,Athene,trouw_0254,+,2019-11-26 07:49:47.051821
110,Athene,trouw_0153,+,2019-11-26 07:49:48.289426
111,Athene,teleg_0420,+,2019-11-26 07:49:49.640562
112,Athene,trouw_0445,+,2019-11-26 07:49:51.162297
113,Athlone,volks_0309,?,2019-11-26 07:50:17.347366
114,Atkinson,volks_0269,-,2019-11-26 07:50:20.563877
115,Atlantic,teleg_0337,-,2019-11-26 07:50:25.596217
116,Atlantic,trouw_0075,-,2019-11-26 07:50:27.801036
117,Atlantic,teleg_0385,-,2019-11-26 07:50:29.382897
118,Atlantic,trouw_0444,-,2019-11-26 07:50:36.068110
119,Atlantic,volks_0395,-,2019-11-26 07:50:37.883061
120,Au,trouw_0244,-,2019-11-26 07:50:41.442282
121,Au,teleg_0067,-,2019-11-26 07:50:44.787298
122,Au,trouw_0085,-,2019-11-26 07:50:46.615494
123,Aubervilliers,volks_0080,+,2019-11-26 07:50:49.127655
124,Auschwitz,volks_0542,+,2019-11-26 07:50:51.896092
125,Auschwitz,volks_0436,+,2019-11-26 07:50:57.178940
126,Auschwitz,leeuw_0058,+,2019-11-26 07:50:58.777722
127,Austin,teleg_0115,-,2019-11-26 07:51:01.367537
128,Avignon,volks_0281,?,2019-11-26 07:51:25.237488
129,Azov,volks_0183,?,2019-11-26 07:51:45.960840
130,Azov,teleg_0316,?,2019-11-26 07:51:50.701380
131,Baar,volks_0388,-,2019-11-26 07:51:53.639712
132,Baden-Baden,trouw_0146,+,2019-11-26 07:51:56.799789
133,Badger,volks_0494,-,2019-11-26 07:51:59.235462
134,Bagdad,trouw_0497,+,2019-11-26 07:52:01.967547
135,Bagdad,trouw_0088,+,2019-11-26 07:52:03.551958
136,Baker,teleg_0047,-,2019-11-26 07:52:06.072590
137,Baker,volks_0377,-,2019-11-26 07:52:08.208970
138,Balfour,volks_0515,-,2019-11-26 07:52:14.473074
139,Baltimore,trouw_0201,+,2019-11-26 07:52:23.375832
140,Bam,volks_0446,-,2019-11-26 07:52:33.521956
141,Bam,trouw_0091,-,2019-11-26 07:52:35.464197
142,Banca,volks_0022,-,2019-11-26 07:52:40.095876
143,Band,teleg_0181,-,2019-11-26 07:52:50.045043
144,Band,trouw_0223,-,2019-11-26 07:52:52.147013
145,Band,trouw_0044,-,2019-11-26 07:52:53.629339
146,Band,trouw_0323,-,2019-11-26 07:52:55.227728
147,Band,volks_0198,-,2019-11-26 07:52:56.621476
148,Bangalore,leeuw_0093,+,2019-11-26 07:53:00.667653
149,Bar,volks_0559,-,2019-11-26 07:53:03.173572
150,Bar,volks_0328,-,2019-11-26 07:53:04.890145
151,Bara,trouw_0074,-,2019-11-26 07:53:08.536723
152,Barcelona,volks_0469,+,2019-11-26 07:53:10.869418
153,Barcelona,teleg_0276,+,2019-11-26 07:53:12.094465
154,Barcelona,trouw_0340,+,2019-11-26 07:53:13.704606
155,Barcelona,trouw_0442,+,2019-11-26 07:53:15.201577
156,Barcelona,trouw_0326,+,2019-11-26 07:53:19.454797
157,Barra,volks_0092,-,2019-11-26 07:53:21.745902
158,Barre,volks_0283,-,2019-11-26 07:53:24.632052
159,Barroso,teleg_0030,-,2019-11-26 07:53:27.821662
160,Barroso,teleg_0031,-,2019-11-26 07:53:29.087849
161,Barroso,volks_0437,-,2019-11-26 07:53:30.331820
162,Barroso,volks_0250,-,2019-11-26 07:53:31.669031
163,Batavia,teleg_0206,-,2019-11-26 07:53:40.821882
164,Bathsheba,volks_0519,-,2019-11-26 07:53:53.841763
165,Batman,teleg_0374,-,2019-11-26 07:53:58.906353
166,Batman,volks_0384,-,2019-11-26 07:54:01.201305
167,Battlefield,volks_0200,-,2019-11-26 07:54:06.743474
168,Baxter,volks_0535,-,2019-11-26 07:54:09.144258
169,Bay,volks_0188,-,2019-11-26 07:54:12.996101
170,Bazel,volks_0170,+,2019-11-26 07:54:17.474103
171,Bazel,trouw_0071,+,2019-11-26 07:54:19.920671
172,Bazel,trouw_0496,+,2019-11-26 07:54:22.124430
173,Bear,volks_0106,-,2019-11-26 07:54:25.289126
174,Beelen,volks_0020,-,2019-11-26 07:54:27.517549
175,Belfort,trouw_0235,-,2019-11-26 07:54:30.477353
176,Belgrado,volks_0003,+,2019-11-26 07:54:36.765574
177,Belgrado,trouw_0090,+,2019-11-26 07:54:38.581419
178,Belgrado,trouw_0232,+,2019-11-26 07:54:41.180546
179,Bell,trouw_0230,-,2019-11-26 07:54:43.776623
180,Bellevue,teleg_0392,-,2019-11-26 07:54:49.927395
181,Belmonte,trouw_0274,-,2019-11-26 07:55:01.897016
182,Benidorm,volks_0494,+,2019-11-26 07:55:09.934792
183,Berg,volks_0546,-,2019-11-26 07:55:12.944683
184,Berg,volks_0183,-,2019-11-26 07:55:14.575725
185,Berg,volks_0135,-,2019-11-26 07:55:16.117743
186,Berg,trouw_0010,-,2019-11-26 07:55:17.569710
187,Berg,volks_0020,-,2019-11-26 07:55:19.111054
188,Bergen,teleg_0520,-,2019-11-26 07:55:21.499587
189,Bergen,trouw_0102,-,2019-11-26 07:55:23.060082
190,Bergen,teleg_0404,-,2019-11-26 07:55:24.784609
191,Bergen,teleg_0458,-,2019-11-26 07:55:26.414075
192,Berkeley,volks_0477,+,2019-11-26 07:55:29.490790
193,Berlijn,teleg_0076,+,2019-11-26 07:55:31.404008
194,Berlijn,volks_0589,+,2019-11-26 07:55:32.804038
195,Berlijn,volks_0536,+,2019-11-26 07:55:34.606477
196,Berlijn,teleg_0405,+,2019-11-26 07:55:36.418734
197,Berlijn,volks_0274,+,2019-11-26 07:55:38.109846
198,Berlin,trouw_0402,-,2019-11-26 07:55:43.832955
199,Berlin,volks_0429,-,2019-11-26 07:55:45.647853
200,Berlin,leeuw_0216,-,2019-11-26 07:55:47.308351
201,Berlin,volks_0543,-,2019-11-26 07:55:50.764736
202,Berlin,trouw_0448,-,2019-11-26 07:55:52.506136
203,Bilbao,teleg_0143,+,2019-11-26 07:55:59.542705
204,Bissau,leeuw_0108,-,2019-11-26 07:56:38.685336
205,Black Rock,teleg_0500,-,2019-11-26 07:56:46.426704
206,Blair,trouw_0080,-,2019-11-26 07:56:48.641991
207,Blair,volks_0270,-,2019-11-26 07:56:49.769293
208,Blair,volks_0062,-,2019-11-26 07:56:50.987434
209,Blair,teleg_0221,-,2019-11-26 07:56:52.522948
210,Blair,volks_0229,-,2019-11-26 07:56:54.417108
211,Blois,volks_0163,+,2019-11-26 07:56:57.450681
212,Bo,teleg_0112,-,2019-11-26 07:57:04.748608
213,Bo,teleg_0177,-,2019-11-26 07:57:06.997555
214,Bo,teleg_0163,-,2019-11-26 07:57:08.997920
215,Bo,trouw_0166,-,2019-11-26 07:57:10.597281
216,Bo,trouw_0496,-,2019-11-26 07:57:12.416813
217,Boardman,volks_0547,-,2019-11-26 07:57:14.691489
218,Bocholt,trouw_0347,+,2019-11-26 07:57:17.183619
219,Bochum,trouw_0074,+,2019-11-26 07:57:19.995248
220,Boedapest,volks_0429,+,2019-11-26 07:57:21.827012
221,Boedapest,trouw_0391,+,2019-11-26 07:57:23.524886
222,Boedapest,trouw_0445,+,2019-11-26 07:57:25.161034
223,Boedapest,trouw_0343,+,2019-11-26 07:57:26.408673
224,Boedapest,teleg_0170,+,2019-11-26 07:57:28.203438
225,Boekarest,leeuw_0192,+,2019-11-26 07:57:32.080752
226,Boekarest,trouw_0445,+,2019-11-26 07:57:33.683472
227,Boekarest,volks_0371,+,2019-11-26 07:57:35.260315
228,Boekarest,volks_0469,+,2019-11-26 07:57:36.566783
229,Boekarest,teleg_0071,+,2019-11-26 07:57:38.332602
230,Bohuslav,trouw_0282,-,2019-11-26 07:57:43.043863
231,Bologna,leeuw_0145,+,2019-11-26 07:57:45.833675
232,Bombay,volks_0284,+,2019-11-26 07:57:48.356004
233,Bonn,trouw_0445,+,2019-11-26 07:57:50.873077
234,Bonn,volks_0570,+,2019-11-26 07:57:52.815441
235,Bonn,leeuw_0192,+,2019-11-26 07:57:54.159850
236,Bonn,volks_0536,+,2019-11-26 07:57:56.360115
237,Bonneville,volks_0012,-,2019-11-26 07:57:58.732420
238,Bonny,teleg_0374,-,2019-11-26 07:58:01.225302
239,Boom,trouw_0487,-,2019-11-26 07:58:03.417780
240,Boom,volks_0580,-,2019-11-26 07:58:05.699524
241,Bor,volks_0061,-,2019-11-26 07:58:07.580619
242,Bordeaux,leeuw_0178,+,2019-11-26 07:58:10.357231
243,Bordeaux,teleg_0524,-,2019-11-26 07:58:17.281276
244,Borivli,volks_0284,+,2019-11-26 07:58:21.967958
245,Boston,volks_0325,+,2019-11-26 07:58:38.657650
246,Boston,teleg_0385,+,2019-11-26 07:58:40.229357
247,Boston,trouw_0028,+,2019-11-26 07:58:42.020939
248,Boston,volks_0288,-,2019-11-26 07:58:54.745200
249,Boston,volks_0173,-,2019-11-26 07:59:13.597336
250,Bowie,volks_0485,-,2019-11-26 08:01:10.618720
251,Bowie,volks_0020,-,2019-11-26 08:01:12.325695
252,Bowie,teleg_0536,-,2019-11-26 08:01:13.827737
253,Bra,volks_0536,-,2019-11-26 08:01:16.912896
254,Bra,volks_0175,-,2019-11-26 08:01:19.922011
255,Brad,volks_0185,-,2019-11-26 08:01:22.096934
256,Brad,volks_0551,-,2019-11-26 08:01:23.535175
257,Bradley,volks_0116,-,2019-11-26 08:01:25.859508
258,Brady,trouw_0243,-,2019-11-26 08:01:28.194031
259,Brandon,leeuw_0272,-,2019-11-26 08:01:31.488812
260,Brandon,trouw_0489,-,2019-11-26 08:01:33.208806
261,Branson,volks_0104,-,2019-11-26 08:01:35.002015
262,Branson,volks_0393,-,2019-11-26 08:01:36.700710
263,Branson,teleg_0385,-,2019-11-26 08:01:38.391060
264,Branson,volks_0395,-,2019-11-26 08:01:41.926770
265,Branson,trouw_0037,-,2019-11-26 08:01:43.377627
266,Brasilia,volks_0031,+,2019-11-26 08:01:50.294703
267,Bratislava,trouw_0343,+,2019-11-26 08:01:52.684304
268,Bratislava,trouw_0106,+,2019-11-26 08:01:54.290811
269,Bratislava,volks_0537,+,2019-11-26 08:01:55.917095
270,Bratislava,leeuw_0192,+,2019-11-26 08:01:57.506980
271,Bratislava,teleg_0477,+,2019-11-26 08:01:59.245758
272,Brecht,volks_0053,-,2019-11-26 08:02:03.223002
273,Bree,teleg_0167,-,2019-11-26 08:02:05.706176
274,Bree,volks_0020,-,2019-11-26 08:02:07.318066
275,Bremen,volks_0546,+,2019-11-26 08:02:09.879306
276,Brent,teleg_0441,?,2019-11-26 08:02:22.468319
277,Brent,teleg_0375,?,2019-11-26 08:02:28.024089
278,Brent,teleg_0502,?,2019-11-26 08:02:31.931163
279,Brent,teleg_0453,?,2019-11-26 08:02:35.236282
280,Brewer,volks_0508,-,2019-11-26 08:02:38.952793
281,Brits,teleg_0177,-,2019-11-26 08:02:46.245644
282,Brits,leeuw_0233,-,2019-11-26 08:02:50.519573
283,Brits,volks_0154,-,2019-11-26 08:02:52.537631
284,Brits,trouw_0158,-,2019-11-26 08:02:59.361113
285,Brits,volks_0191,-,2019-11-26 08:03:01.190971
286,Bron,leeuw_0153,-,2019-11-26 08:03:03.946752
287,Bron,trouw_0086,-,2019-11-26 08:03:05.482808
288,Bron,teleg_0504,-,2019-11-26 08:03:07.982908
289,Brookfield,leeuw_0230,-,2019-11-26 08:03:19.230070
290,Brookfield,teleg_0452,-,2019-11-26 08:03:21.186882
291,Brooklyn,volks_0281,+,2019-11-26 08:03:26.612055
292,Brooklyn,volks_0028,+,2019-11-26 08:03:28.729957
293,Brooks,volks_0031,-,2019-11-26 08:03:31.378389
294,Bruges,teleg_0423,-,2019-11-26 08:03:51.072262
295,Brugge,volks_0328,+,2019-11-26 08:04:03.119856
296,Brussel,teleg_0430,+,2019-11-26 08:04:06.347249
297,Brussel,trouw_0208,+,2019-11-26 08:04:07.749338
298,Brussel,trouw_0147,+,2019-11-26 08:04:08.970731
299,Brussel,volks_0521,+,2019-11-26 08:04:10.487896
300,Brussel,teleg_0071,+,2019-11-26 08:04:11.769449
301,Bryan,teleg_0210,-,2019-11-26 08:04:15.742607
302,Buenos Aires,volks_0242,+,2019-11-26 08:04:18.463524
303,Buk,volks_0595,-,2019-11-26 08:04:22.713101
304,Burke,volks_0068,-,2019-11-26 08:04:25.931642
305,Butler,trouw_0203,-,2019-11-26 08:04:28.553471
306,Butte,teleg_0011,-,2019-11-26 08:04:31.956770
307,Buy,volks_0255,-,2019-11-26 08:04:36.876150
308,Byblos,volks_0143,-,2019-11-26 08:04:40.594915
309,Cadillac,volks_0028,-,2019-11-26 08:04:44.478546
310,Cadiz,volks_0131,+,2019-11-26 08:04:56.101892
311,Calais,volks_0391,+,2019-11-26 08:04:58.277663
312,Calais,teleg_0176,+,2019-11-26 08:05:00.319622
313,Calais,leeuw_0212,+,2019-11-26 08:05:02.246896
314,Calais,volks_0044,+,2019-11-26 08:05:03.650668
315,Calais,trouw_0178,+,2019-11-26 08:05:04.957899
316,Calcutta,volks_0031,+,2019-11-26 08:05:07.259026
317,Caldwell,volks_0258,-,2019-11-26 08:05:10.069151
318,Cambrils,trouw_0422,+,2019-11-26 08:05:12.925743
319,Camden,volks_0286,-,2019-11-26 08:05:16.784903
320,Cameron,volks_0574,-,2019-11-26 08:05:18.858111
321,Cameron,teleg_0236,-,2019-11-26 08:05:19.963818
322,Cameron,volks_0103,-,2019-11-26 08:05:21.200613
323,Cameron,teleg_0070,-,2019-11-26 08:05:22.379309
324,Cameron,volks_0222,-,2019-11-26 08:05:25.982130
325,Camilla,trouw_0453,-,2019-11-26 08:05:28.978830
326,Camilla,volks_0430,-,2019-11-26 08:05:32.330303
327,Campbell,trouw_0103,-,2019-11-26 08:05:34.360170
328,Campbell,volks_0285,-,2019-11-26 08:05:35.655860
329,Campbell,volks_0116,-,2019-11-26 08:05:37.577491
330,Campbell,leeuw_0150,-,2019-11-26 08:05:39.355681
331,Campbell,volks_0229,-,2019-11-26 08:05:40.898185
332,Canberra,volks_0438,?,2019-11-26 08:05:59.047863
333,Cannes,trouw_0048,+,2019-11-26 08:06:02.276726
334,Cannes,teleg_0143,+,2019-11-26 08:06:03.806649
335,Caravaggio,teleg_0118,-,2019-11-26 08:06:07.424821
336,Carlton,teleg_0143,-,2019-11-26 08:06:10.728160
337,Carnegie,volks_0097,-,2019-11-26 08:06:15.285374
338,Carnegie,trouw_0020,-,2019-11-26 08:06:17.732317
339,Carnegie,leeuw_0220,-,2019-11-26 08:06:19.516964
340,Carnegie,trouw_0018,-,2019-11-26 08:06:21.763742
341,Carney,teleg_0449,-,2019-11-26 08:06:24.705492
342,Carney,trouw_0060,-,2019-11-26 08:06:27.381862
343,Carney,volks_0347,-,2019-11-26 08:06:28.920928
344,Carney,teleg_0270,-,2019-11-26 08:06:32.815787
345,Carney,trouw_0349,-,2019-11-26 08:06:34.386604
346,Carolina,volks_0435,-,2019-11-26 08:06:39.962596
347,Carolina,volks_0147,-,2019-11-26 08:06:50.612271
348,Carrefour,volks_0404,-,2019-11-26 08:07:00.549886
349,Cary,volks_0281,-,2019-11-26 08:07:03.160414
350,Casablanca,leeuw_0124,+,2019-11-26 08:07:05.747862
351,Casper,teleg_0202,-,2019-11-26 08:07:08.184161
352,Casper,volks_0396,-,2019-11-26 08:07:09.814029
353,Casper,leeuw_0011,-,2019-11-26 08:07:11.455533
354,Casper,volks_0597,-,2019-11-26 08:07:12.954736
355,Castro,teleg_0065,-,2019-11-26 08:07:18.511938
356,Castro,volks_0020,-,2019-11-26 08:07:20.162147
357,Castro,trouw_0497,-,2019-11-26 08:07:21.707965
358,Castro,volks_0050,-,2019-11-26 08:07:24.018846
359,Cave,volks_0076,-,2019-11-26 08:07:26.309295
360,Center,volks_0396,-,2019-11-26 08:07:29.461329
361,Center,volks_0221,-,2019-11-26 08:07:31.236630
362,Center,trouw_0098,-,2019-11-26 08:07:32.472160
363,Center,volks_0183,-,2019-11-26 08:07:33.443025
364,Center,teleg_0347,-,2019-11-26 08:07:34.701939
365,Central,trouw_0305,-,2019-11-26 08:07:36.956450
366,Central,volks_0288,-,2019-11-26 08:07:38.948704
367,Central,teleg_0316,-,2019-11-26 08:07:40.793049
368,Central,teleg_0170,-,2019-11-26 08:07:42.625524
369,Central,volks_0103,-,2019-11-26 08:07:44.543178
370,Cham,leeuw_0233,-,2019-11-26 08:07:52.071795
371,Chamber,teleg_0051,-,2019-11-26 08:07:54.639548
372,Chandler,volks_0397,-,2019-11-26 08:07:56.842166
373,Charlotte,teleg_0378,-,2019-11-26 08:08:01.381789
374,Charlotte,trouw_0371,-,2019-11-26 08:08:03.036866
375,Charlotte,volks_0272,-,2019-11-26 08:08:04.705130
376,Charlotte,volks_0554,-,2019-11-26 08:08:06.932660
377,Charlotte,trouw_0372,-,2019-11-26 08:08:08.245391
378,Chatsworth,teleg_0432,-,2019-11-26 08:08:19.739644
379,Cheney,volks_0337,-,2019-11-26 08:08:21.922140
380,Chengdu,trouw_0248,+,2019-11-26 08:08:25.852723
381,Cheshire,volks_0151,-,2019-11-26 08:08:32.564657
382,Cheshire,trouw_0270,-,2019-11-26 08:08:35.120302
383,Chesterton,trouw_0003,-,2019-11-26 08:09:02.909820
384,Chicago,leeuw_0134,+,2019-11-26 08:09:05.505064
385,Chicago,teleg_0098,+,2019-11-26 08:09:06.946948
386,Chicago,leeuw_0145,+,2019-11-26 08:09:08.495550
387,Chicago,volks_0435,+,2019-11-26 08:09:10.418177
388,Chicago,volks_0479,+,2019-11-26 08:09:11.821630
389,Chino,volks_0076,-,2019-11-26 08:09:15.536889
390,Chios,volks_0328,+,2019-11-26 08:09:38.242032
391,Cicero,trouw_0184,-,2019-11-26 08:09:41.396898
392,Cincinnati,teleg_0385,+,2019-11-26 08:09:44.426457
393,Clark,volks_0309,-,2019-11-26 08:09:46.719681
394,Clark,teleg_0526,-,2019-11-26 08:09:48.079790
395,Clarkson,trouw_0257,-,2019-11-26 08:09:50.153085
396,Clinton,volks_0080,-,2019-11-26 08:09:52.498372
397,Clinton,trouw_0088,-,2019-11-26 08:09:53.569947
398,Clinton,volks_0075,-,2019-11-26 08:09:54.744064
399,Clinton,volks_0127,-,2019-11-26 08:09:56.335721
400,Clinton,volks_0408,-,2019-11-26 08:09:57.882519
401,Clive,volks_0103,-,2019-11-26 08:10:00.655949
402,Clive,volks_0358,-,2019-11-26 08:10:01.828142
403,Clondalkin,volks_0012,+,2019-11-26 08:10:06.320324
404,Colditz,trouw_0249,+,2019-11-26 08:10:21.871691
405,College,trouw_0393,-,2019-11-26 08:10:24.438448
406,College,trouw_0178,-,2019-11-26 08:10:25.793827
407,College,volks_0189,-,2019-11-26 08:10:27.329848
408,College,trouw_0070,-,2019-11-26 08:10:29.151180
409,College,volks_0371,-,2019-11-26 08:10:30.475466
410,Cologne,volks_0031,?,2019-11-26 08:10:57.242630
411,Colorado,leeuw_0041,+,2019-11-26 08:11:01.212449
412,Columbia,leeuw_0080,-,2019-11-26 08:11:05.120856
413,Columbia,trouw_0297,+,2019-11-26 08:11:07.930991
414,Columbus,volks_0412,-,2019-11-26 08:11:11.453489
415,Columbus,leeuw_0267,-,2019-11-26 08:11:13.106575
416,Commerce,teleg_0051,-,2019-11-26 08:11:15.444333
417,Concordia,teleg_0236,-,2019-11-26 08:11:19.257337
418,Concordia,trouw_0153,-,2019-11-26 08:11:24.206928
419,Conway,volks_0095,-,2019-11-26 08:11:26.568542
420,Copley,trouw_0183,-,2019-11-26 08:11:29.662355
421,Corbin,trouw_0257,-,2019-11-26 08:11:31.776635
422,Corfu,volks_0236,+,2019-11-26 08:11:38.821295
423,Cork,volks_0012,+,2019-11-26 08:11:47.061548
424,Cornwall,volks_0358,-,2019-11-26 08:12:15.976452
425,Cornwall,volks_0307,-,2019-11-26 08:12:26.667874
426,Cornwall,volks_0321,-,2019-11-26 08:12:31.736893
427,Countryside,volks_0104,-,2019-11-26 08:13:07.342445
428,Cox,volks_0480,-,2019-11-26 08:13:09.957253
429,Cox,leeuw_0132,-,2019-11-26 08:13:11.469393
430,Cox,volks_0085,-,2019-11-26 08:13:12.892764
431,Cox,trouw_0373,-,2019-11-26 08:13:14.346889
432,Cox,volks_0175,-,2019-11-26 08:13:16.026259
433,Craig,teleg_0309,-,2019-11-26 08:13:18.789519
434,Craig,teleg_0385,-,2019-11-26 08:13:20.382647
435,Cromwell,volks_0430,-,2019-11-26 08:13:32.707567
436,Cromwell,volks_0160,-,2019-11-26 08:13:34.250502
437,Cromwell,volks_0582,-,2019-11-26 08:13:36.236621
438,Crowley,teleg_0145,-,2019-11-26 08:13:39.313000
439,Crowley,teleg_0051,-,2019-11-26 08:13:40.910630
440,Crystal,volks_0347,-,2019-11-26 08:13:56.697746
441,Dalhousie,trouw_0429,-,2019-11-26 17:23:40.488954
442,Dallas,volks_0150,-,2019-11-26 17:23:45.306250
443,Damascus,volks_0391,+,2019-11-26 17:24:00.443756
